LD,Velocity (km/s),a (degrees),$ (degrees),DI
1,0.5,-30,45,0.12374
1,0.5,-30,30,0.14555
1,0.5,-30,15,0.14813
1,0.5,-30,0,0.1467
1,0.5,-45,75,0.00113
1,0.5,-45,60,0.05995
1,0.5,-45,45,0.12475
1,0.5,-45,30,0.14796
1,0.5,-45,15,0.14571
1,0.5,-45,0,0.14839
1,0.5,-60,75,0.00978
1,0.5,-60,60,0.05167
1,0.5,-60,45,0.1167
1,0.5,-60,30,0.14469
1,0.5,-60,15,0.15048
1,0.5,-60,0,0.14812
1,0.5,-75,75,0.01884
1,0.5,-75,60,0.06031
1,0.5,-75,45,0.11034
1,0.5,-75,30,0.13732
1,0.5,-75,15,0.14875
1,0.5,-75,0,0.15047
1,0.5,-90,75,0.02148
1,0.5,-90,60,0.0641
1,0.5,-90,45,0.1101
1,0.5,-90,30,0.13665
1,0.5,-90,15,0.15189
1,0.5,-90,0,0.14974
1,1,90,75,0.13059
1,1,90,60,0.23942
1,1,90,45,0.32582
1,1,90,30,0.38054
1,1,90,15,0.40661
1,1,90,0,0.41578
1,1,75,75,0.12676
1,1,75,60,0.23932
1,1,75,45,0.33908
1,1,75,30,0.37557
1,1,75,15,0.40141
1,1,75,0,0.41651
1,1,60,75,0.12245
1,1,60,60,0.2494
1,1,60,45,0.34854
1,1,60,30,0.3846
1,1,60,15,0.39794
1,1,60,0,0.40935
1,1,45,75,0.1341
1,1,45,60,0.24291
1,1,45,45,0.34964
1,1,45,30,0.39552
1,1,45,15,0.40425
1,1,45,0,0.40744
1,1,30,75,0.14348
1,1,30,60,0.2418
1,1,30,45,0.34754
1,1,30,30,0.39569
1,1,30,15,0.42616
1,1,30,0,0.41688
1,1,15,75,0.13732
1,1,15,60,0.23978
1,1,15,45,0.33683
1,1,15,30,0.39139
1,1,15,15,0.42213
1,1,15,0,0.43667
1,1,0,75,0.12319
1,1,0,60,0.23485
1,1,0,45,0.33947
1,1,0,30,0.38735
1,1,0,15,0.41939
1,1,0,0,0.43333
1,1,-15,75,0.10434
1,1,-15,60,0.23934
1,1,-15,45,0.34655
1,1,-15,30,0.39006
1,1,-15,15,0.41099
1,1,-15,0,0.43927
1,1,-30,75,0.07146
1,1,-30,60,0.24264
1,1,-30,45,0.33389
1,1,-30,30,0.3836
1,1,-30,15,0.40689
1,1,-30,0,0.42152
1,1,-45,75,0.06227
1,1,-45,60,0.2426
1,1,-45,45,0.33279
1,1,-45,30,0.39125
1,1,-45,15,0.40526
1,1,-45,0,0.40913
1,1,-60,75,0.09494
1,1,-60,60,0.23967
1,1,-60,45,0.32679
1,1,-60,30,0.38884
1,1,-60,15,0.4107
1,1,-60,0,0.4142
1,1,-75,75,0.12154
1,1,-75,60,0.23513
1,1,-75,45,0.32161
1,1,-75,30,0.38037
1,1,-75,15,0.40749
1,1,-75,0,0.41845
1,1,-90,75,0.13059
1,1,-90,60,0.23942
1,1,-90,45,0.32582
1,1,-90,30,0.38054
1,1,-90,15,0.40661
1,1,-90,0,0.41578
1,1.25,90,75,0.18942
1,1.25,90,60,0.32509
1,1.25,90,45,0.41133
1,1.25,90,30,0.49316
1,1.25,90,15,0.52938
1,1.25,90,0,0.54926
1,1.25,75,75,0.19084
1,1.25,75,60,0.32716
1,1.25,75,45,0.41685
1,1.25,75,30,0.4951
1,1.25,75,15,0.53368
1,1.25,75,0,0.54824
1,1.25,60,75,0.16817
1,1.25,60,60,0.33136
1,1.25,60,45,0.4245
1,1.25,60,30,0.49342
1,1.25,60,15,0.53681
1,1.25,60,0,0.54668
1,1.25,45,75,0.17196
1,1.25,45,60,0.334
1,1.25,45,45,0.43178
1,1.25,45,30,0.50719
1,1.25,45,15,0.53521
1,1.25,45,0,0.54012
1,1.25,30,75,0.18204
1,1.25,30,60,0.33487
1,1.25,30,45,0.42933
1,1.25,30,30,0.50682
1,1.25,30,15,0.54349
1,1.25,30,0,0.55341
1,1.25,15,75,0.17855
1,1.25,15,60,0.33388
1,1.25,15,45,0.43235
1,1.25,15,30,0.51259
1,1.25,15,15,0.54329
1,1.25,15,0,0.56289
1,1.25,0,75,0.18408
1,1.25,0,60,0.32701
1,1.25,0,45,0.42735
1,1.25,0,30,0.5065
1,1.25,0,15,0.54532
1,1.25,0,0,0.55252
1,1.25,-15,75,0.17798
1,1.25,-15,60,0.32518
1,1.25,-15,45,0.43313
1,1.25,-15,30,0.51169
1,1.25,-15,15,0.54159
1,1.25,-15,0,0.55427
1,1.25,-30,75,0.13361
1,1.25,-30,60,0.32524
1,1.25,-30,45,0.4265
1,1.25,-30,30,0.49957
1,1.25,-30,15,0.5304
1,1.25,-30,0,0.55617
1,1.25,-45,75,0.10229
1,1.25,-45,60,0.31678
1,1.25,-45,45,0.42486
1,1.25,-45,30,0.50846
1,1.25,-45,15,0.53402
1,1.25,-45,0,0.54604
1,1.25,-60,75,0.12179
1,1.25,-60,60,0.31667
1,1.25,-60,45,0.42018
1,1.25,-60,30,0.48547
1,1.25,-60,15,0.54238
1,1.25,-60,0,0.54772
1,1.25,-75,75,0.1659
1,1.25,-75,60,0.31019
1,1.25,-75,45,0.41413
1,1.25,-75,30,0.49358
1,1.25,-75,15,0.5331
1,1.25,-75,0,0.54589
1,1.25,-90,75,0.18942
1,1.25,-90,60,0.32509
1,1.25,-90,45,0.41133
1,1.25,-90,30,0.49316
1,1.25,-90,15,0.52938
1,1.25,-90,0,0.54926
1,1.5,90,75,0.22893
1,1.5,90,60,0.40439
1,1.5,90,45,0.50248
1,1.5,90,30,0.60418
1,1.5,90,15,0.6485
1,1.5,90,0,0.67502
1,1.5,75,75,0.24906
1,1.5,75,60,0.41225
1,1.5,75,45,0.50937
1,1.5,75,30,0.60184
1,1.5,75,15,0.64743
1,1.5,75,0,0.65972
1,1.5,60,75,0.22038
1,1.5,60,60,0.4034
1,1.5,60,45,0.50365
1,1.5,60,30,0.59931
1,1.5,60,15,0.66178
1,1.5,60,0,0.67384
1,1.5,45,75,0.20665
1,1.5,45,60,0.40529
1,1.5,45,45,0.51224
1,1.5,45,30,0.61215
1,1.5,45,15,0.63936
1,1.5,45,0,0.67802
1,1.5,30,75,0.22269
1,1.5,30,60,0.42092
1,1.5,30,45,0.51171
1,1.5,30,30,0.60529
1,1.5,30,15,0.64535
1,1.5,30,0,0.67618
1,1.5,15,75,0.21546
1,1.5,15,60,0.40734
1,1.5,15,45,0.52643
1,1.5,15,30,0.60459
1,1.5,15,15,0.65074
1,1.5,15,0,0.66551
1,1.5,0,75,0.21311
1,1.5,0,60,0.40422
1,1.5,0,45,0.52268
1,1.5,0,30,0.6211
1,1.5,0,15,0.64141
1,1.5,0,0,0.6503
1,1.5,-15,75,0.22137
1,1.5,-15,60,0.39735
1,1.5,-15,45,0.52031
1,1.5,-15,30,0.6199
1,1.5,-15,15,0.65939
1,1.5,-15,0,0.66405
1,1.5,-30,75,0.20172
1,1.5,-30,60,0.3966
1,1.5,-30,45,0.53174
1,1.5,-30,30,0.60716
1,1.5,-30,15,0.67019
1,1.5,-30,0,0.67533
1,1.5,-45,75,0.15062
1,1.5,-45,60,0.38942
1,1.5,-45,45,0.50568
1,1.5,-45,30,0.60824
1,1.5,-45,15,0.6463
1,1.5,-45,0,0.6834
1,1.5,-60,75,0.15333
1,1.5,-60,60,0.38315
1,1.5,-60,45,0.50221
1,1.5,-60,30,0.60601
1,1.5,-60,15,0.64806
1,1.5,-60,0,0.67663
1,1.5,-75,75,0.20895
1,1.5,-75,60,0.39988
1,1.5,-75,45,0.50487
1,1.5,-75,30,0.60079
1,1.5,-75,15,0.65017
1,1.5,-75,0,0.67328
1,1.5,-90,75,0.22893
1,1.5,-90,60,0.40439
1,1.5,-90,45,0.50248
1,1.5,-90,30,0.60418
1,1.5,-90,15,0.6485
1,1.5,-90,0,0.67502
1,1.81,90,75,0.26855
1,1.81,90,60,0.4866
1,1.81,90,45,0.62548
1,1.81,90,30,0.72338
1,1.81,90,15,0.80716
1,1.81,90,0,0.81403
1,1.81,75,75,0.27854
1,1.81,75,60,0.48708
1,1.81,75,45,0.62013
1,1.81,75,30,0.73098
1,1.81,75,15,0.80978
1,1.81,75,0,0.81916
1,1.81,60,75,0.25872
1,1.81,60,60,0.4872
1,1.81,60,45,0.63205
1,1.81,60,30,0.72284
1,1.81,60,15,0.8126
1,1.81,60,0,0.82334
1,1.81,45,75,0.26977
1,1.81,45,60,0.4975
1,1.81,45,45,0.6405
1,1.81,45,30,0.73346
1,1.81,45,15,0.79565
1,1.81,45,0,0.82083
1,1.81,30,75,0.26342
1,1.81,30,60,0.4973
1,1.81,30,45,0.6207
1,1.81,30,30,0.7193
1,1.81,30,15,0.80338
1,1.81,30,0,0.81889
1,1.81,15,75,0.25424
1,1.81,15,60,0.48813
1,1.81,15,45,0.64889
1,1.81,15,30,0.72069
1,1.81,15,15,0.79496
1,1.81,15,0,0.81232
1,1.81,0,75,0.24691
1,1.81,0,60,0.49161
1,1.81,0,45,0.64242
1,1.81,0,30,0.73174
1,1.81,0,15,0.79529
1,1.81,0,0,0.80348
1,1.81,-15,75,0.2657
1,1.81,-15,60,0.48952
1,1.81,-15,45,0.64451
1,1.81,-15,30,0.75849
1,1.81,-15,15,0.8059
1,1.81,-15,0,0.81818
1,1.81,-30,75,0.25169
1,1.81,-30,60,0.47932
1,1.81,-30,45,0.63816
1,1.81,-30,30,0.75082
1,1.81,-30,15,0.82209
1,1.81,-30,0,0.82317
1,1.81,-45,75,0.22669
1,1.81,-45,60,0.46716
1,1.81,-45,45,0.62345
1,1.81,-45,30,0.72731
1,1.81,-45,15,0.81011
1,1.81,-45,0,0.83214
1,1.81,-60,75,0.21702
1,1.81,-60,60,0.47825
1,1.81,-60,45,0.61211
1,1.81,-60,30,0.72082
1,1.81,-60,15,0.79095
1,1.81,-60,0,0.83122
1,1.81,-75,75,0.25059
1,1.81,-75,60,0.48857
1,1.81,-75,45,0.6235
1,1.81,-75,30,0.71653
1,1.81,-75,15,0.80994
1,1.81,-75,0,0.82189
1,1.81,-90,75,0.26855
1,1.81,-90,60,0.4866
1,1.81,-90,45,0.62548
1,1.81,-90,30,0.72338
1,1.81,-90,15,0.80716
1,1.81,-90,0,0.81403
1,2.15,90,75,0.30161
1,2.15,90,60,0.56859
1,2.15,90,45,0.75091
1,2.15,90,30,0.92972
1,2.15,90,15,0.98524
1,2.15,90,0,0.99567
1,2.15,75,75,0.33099
1,2.15,75,60,0.58173
1,2.15,75,45,0.74954
1,2.15,75,30,0.91151
1,2.15,75,15,0.98681
1,2.15,75,0,0.98692
1,2.15,60,75,0.31178
1,2.15,60,60,0.58066
1,2.15,60,45,0.76922
1,2.15,60,30,0.89185
1,2.15,60,15,0.99531
1,2.15,60,0,1.02322
1,2.15,45,75,0.30037
1,2.15,45,60,0.58455
1,2.15,45,45,0.75682
1,2.15,45,30,0.90294
1,2.15,45,15,0.95387
1,2.15,45,0,1.02366
1,2.15,30,75,0.29359
1,2.15,30,60,0.58031
1,2.15,30,45,0.74881
1,2.15,30,30,0.8945
1,2.15,30,15,0.97436
1,2.15,30,0,0.9958
1,2.15,15,75,0.29792
1,2.15,15,60,0.58563
1,2.15,15,45,0.77833
1,2.15,15,30,0.89762
1,2.15,15,15,0.98169
1,2.15,15,0,0.97961
1,2.15,0,75,0.28686
1,2.15,0,60,0.57935
1,2.15,0,45,0.77941
1,2.15,0,30,0.92183
1,2.15,0,15,0.98294
1,2.15,0,0,1.00639
1,2.15,-15,75,0.29988
1,2.15,-15,60,0.59402
1,2.15,-15,45,0.76727
1,2.15,-15,30,0.94243
1,2.15,-15,15,0.97479
1,2.15,-15,0,0.98312
1,2.15,-30,75,0.28517
1,2.15,-30,60,0.59412
1,2.15,-30,45,0.76834
1,2.15,-30,30,0.92386
1,2.15,-30,15,1.00292
1,2.15,-30,0,0.99382
1,2.15,-45,75,0.2742
1,2.15,-45,60,0.57638
1,2.15,-45,45,0.76518
1,2.15,-45,30,0.90944
1,2.15,-45,15,1.00055
1,2.15,-45,0,1.02311
1,2.15,-60,75,0.2783
1,2.15,-60,60,0.57057
1,2.15,-60,45,0.75583
1,2.15,-60,30,0.90938
1,2.15,-60,15,0.97341
1,2.15,-60,0,1.02777
1,2.15,-75,75,0.28607
1,2.15,-75,60,0.56516
1,2.15,-75,45,0.76076
1,2.15,-75,30,0.9175
1,2.15,-75,15,0.99298
1,2.15,-75,0,0.98692
1,2.15,-90,75,0.30161
1,2.15,-90,60,0.56859
1,2.15,-90,45,0.75091
1,2.15,-90,30,0.92972
1,2.15,-90,15,0.98524
2,0.25,90,75,0
2,0.25,90,60,0.00649
2,0.25,90,45,0.01109
2,0.25,90,30,0.01821
2,0.25,90,15,0.02181
2,0.25,90,0,0.02317
2,0.25,75,75,0.0004
2,0.25,75,60,0.00727
2,0.25,75,45,0.01242
2,0.25,75,30,0.01853
2,0.25,75,15,0.0225
2,0.25,75,0,0.0225
2,0.25,60,75,0.00007
2,0.25,60,60,0.00798
2,0.25,60,45,0.01357
2,0.25,60,30,0.0191
2,0.25,60,15,0.02218
2,0.25,60,0,0.02331
2,0.25,45,75,0.00004
2,0.25,45,60,0.00306
2,0.25,45,45,0.01138
2,0.25,45,30,0.02272
2,0.25,45,15,0.02383
2,0.25,45,0,0.02576
2,0.25,30,75,0.00001
2,0.25,30,60,0.00323
2,0.25,30,45,0.01288
2,0.25,30,30,0.0193
2,0.25,30,15,0.02774
2,0.25,30,0,0.02845
2,0.25,15,75,0
2,0.25,15,60,0.0032
2,0.25,15,45,0.01171
2,0.25,15,30,0.02072
2,0.25,15,15,0.0284
2,0.25,15,0,0.0283
2,0.25,0,75,0.00004
2,0.25,0,60,0.00475
2,0.25,0,45,0.01055
2,0.25,0,30,0.02207
2,0.25,0,15,0.02685
2,0.25,0,0,0.03048
2,0.25,-15,75,0.00066
2,0.25,-15,60,0.00463
2,0.25,-15,45,0.01059
2,0.25,-15,30,0.02006
2,0.25,-15,15,0.02687
2,0.25,-15,0,0.02966
2,0.25,-30,75,0.00009
2,0.25,-30,60,0.00183
2,0.25,-30,45,0.00988
2,0.25,-30,30,0.01876
2,0.25,-30,15,0.02666
2,0.25,-30,0,0.03067
2,0.25,-45,75,0.00006
2,0.25,-45,60,0.00081
2,0.25,-45,45,0.00596
2,0.25,-45,30,0.01415
2,0.25,-45,15,0.02189
2,0.25,-45,0,0.02561
2,0.25,-60,75,0
2,0.25,-60,60,0.002
2,0.25,-60,45,0.00605
2,0.25,-60,30,0.01296
2,0.25,-60,15,0.01982
2,0.25,-60,0,0.02281
2,0.25,-75,75,0
2,0.25,-75,60,0.00307
2,0.25,-75,45,0.0095
2,0.25,-75,30,0.01518
2,0.25,-75,15,0.0197
2,0.25,-75,0,0.0225
2,0.25,-90,75,0
2,0.25,-90,60,0.00649
2,0.25,-90,45,0.01109
2,0.25,-90,30,0.01821
2,0.25,-90,15,0.02181
2,0.25,-90,0,0.02317
2,0.5,90,75,0.02046
2,0.5,90,60,0.07121
2,0.5,90,45,0.10805
2,0.5,90,30,0.12635
2,0.5,90,15,0.13174
2,0.5,90,0,0.1289
2,0.5,75,75,0.02015
2,0.5,75,60,0.0784
2,0.5,75,45,0.11399
2,0.5,75,30,0.13432
2,0.5,75,15,0.13617
2,0.5,75,0,0.13428
2,0.5,60,75,0.0234
2,0.5,60,60,0.08909
2,0.5,60,45,0.12459
2,0.5,60,30,0.13789
2,0.5,60,15,0.14001
2,0.5,60,0,0.13661
2,0.5,45,75,0.01652
2,0.5,45,60,0.0737
2,0.5,45,45,0.12889
2,0.5,45,30,0.1405
2,0.5,45,15,0.14776
2,0.5,45,0,0.14369
2,0.5,30,75,0.01457
2,0.5,30,60,0.06227
2,0.5,30,45,0.11579
2,0.5,30,30,0.14563
2,0.5,30,15,0.15365
2,0.5,30,0,0.14872
2,0.5,15,75,0.01475
2,0.5,15,60,0.05006
2,0.5,15,45,0.11541
2,0.5,15,30,0.14458
2,0.5,15,15,0.15668
2,0.5,15,0,0.15632
2,0.5,0,75,0.01698
2,0.5,0,60,0.06441
2,0.5,0,45,0.11147
2,0.5,0,30,0.14328
2,0.5,0,15,0.15796
2,0.5,0,0,0.17152
2,0.5,-15,75,0.0154
2,0.5,-15,60,0.06292
2,0.5,-15,45,0.1089
2,0.5,-15,30,0.13457
2,0.5,-15,15,0.15124
2,0.5,-15,0,0.15415
2,0.5,-30,75,0.00811
2,0.5,-30,60,0.05937
2,0.5,-30,45,0.11416
2,0.5,-30,30,0.13357
2,0.5,-30,15,0.14494
2,0.5,-30,0,0.14721
2,0.5,-45,75,0.00872
2,0.5,-45,60,0.05186
2,0.5,-45,45,0.11527
2,0.5,-45,30,0.13458
2,0.5,-45,15,0.14072
2,0.5,-45,0,0.14292
2,0.5,-60,75,0.01336
2,0.5,-60,60,0.05419
2,0.5,-60,45,0.10495
2,0.5,-60,30,0.13058
2,0.5,-60,15,0.13972
2,0.5,-60,0,0.13926
2,0.5,-75,75,0.01416
2,0.5,-75,60,0.05972
2,0.5,-75,45,0.10412
2,0.5,-75,30,0.12818
2,0.5,-75,15,0.13609
2,0.5,-75,0,0.13567
2,0.5,-90,75,0.02046
2,0.5,-90,60,0.07121
2,0.5,-90,45,0.10805
2,0.5,-90,30,0.12635
2,0.5,-90,15,0.13174
2,0.5,-90,0,0.1289
2,1,90,75,0.15229
2,1,90,60,0.24168
2,1,90,45,0.31553
2,1,90,30,0.36276
2,1,90,15,0.38718
2,1,90,0,0.39596
2,1,75,75,0.15534
2,1,75,60,0.24026
2,1,75,45,0.33948
2,1,75,30,0.37604
2,1,75,15,0.38144
2,1,75,0,0.38717
2,1,60,75,0.11976
2,1,60,60,0.26232
2,1,60,45,0.35752
2,1,60,30,0.38034
2,1,60,15,0.38768
2,1,60,0,0.392
2,1,45,75,0.12721
2,1,45,60,0.25814
2,1,45,45,0.35986
2,1,45,30,0.41111
2,1,45,15,0.41014
2,1,45,0,0.39691
2,1,30,75,0.10956
2,1,30,60,0.23974
2,1,30,45,0.36257
2,1,30,30,0.43351
2,1,30,15,0.45234
2,1,30,0,0.42518
2,1,15,75,0.09847
2,1,15,60,0.2409
2,1,15,45,0.34642
2,1,15,30,0.41522
2,1,15,15,0.46186
2,1,15,0,0.47327
2,1,0,75,0.08133
2,1,0,60,0.23683
2,1,0,45,0.33629
2,1,0,30,0.39144
2,1,0,15,0.46258
2,1,0,0,0.46091
2,1,-15,75,0.08119
2,1,-15,60,0.22775
2,1,-15,45,0.32568
2,1,-15,30,0.38084
2,1,-15,15,0.4227
2,1,-15,0,0.46618
2,1,-30,75,0.07208
2,1,-30,60,0.23299
2,1,-30,45,0.2988
2,1,-30,30,0.36993
2,1,-30,15,0.40299
2,1,-30,0,0.43205
2,1,-45,75,0.07892
2,1,-45,60,0.23888
2,1,-45,45,0.30383
2,1,-45,30,0.367
2,1,-45,15,0.39565
2,1,-45,0,0.40221
2,1,-60,75,0.08852
2,1,-60,60,0.2333
2,1,-60,45,0.29414
2,1,-60,30,0.359
2,1,-60,15,0.38573
2,1,-60,0,0.3908
2,1,-75,75,0.11998
2,1,-75,60,0.23333
2,1,-75,45,0.28955
2,1,-75,30,0.35449
2,1,-75,15,0.37477
2,1,-75,0,0.38925
2,1,-90,75,0.15229
2,1,-90,60,0.24168
2,1,-90,45,0.31553
2,1,-90,30,0.36276
2,1,-90,15,0.38718
2,1,-90,0,0.39596
2,1.25,90,75,0.21055
2,1.25,90,60,0.32192
2,1.25,90,45,0.40437
2,1.25,90,30,0.45242
2,1.25,90,15,0.49666
2,1.25,90,0,0.50058
2,1.25,75,75,0.22384
2,1.25,75,60,0.34836
2,1.25,75,45,0.41963
2,1.25,75,30,0.47539
2,1.25,75,15,0.49691
2,1.25,75,0,0.51688
2,1.25,60,75,0.20085
2,1.25,60,60,0.36594
2,1.25,60,45,0.43875
2,1.25,60,30,0.5051
2,1.25,60,15,0.52043
2,1.25,60,0,0.51237
2,1.25,45,75,0.17308
2,1.25,45,60,0.36624
2,1.25,45,45,0.46251
2,1.25,45,30,0.53299
2,1.25,45,15,0.54107
2,1.25,45,0,0.52857
2,1.25,30,75,0.15094
2,1.25,30,60,0.35085
2,1.25,30,45,0.4474
2,1.25,30,30,0.54308
2,1.25,30,15,0.57173
2,1.25,30,0,0.55258
2,1.25,15,75,0.11669
2,1.25,15,60,0.31303
2,1.25,15,45,0.44034
2,1.25,15,30,0.53398
2,1.25,15,15,0.58029
2,1.25,15,0,0.59974
2,1.25,0,75,0.10688
2,1.25,0,60,0.28568
2,1.25,0,45,0.43149
2,1.25,0,30,0.52406
2,1.25,0,15,0.57766
2,1.25,0,0,0.60334
2,1.25,-15,75,0.0931
2,1.25,-15,60,0.28415
2,1.25,-15,45,0.42151
2,1.25,-15,30,0.49217
2,1.25,-15,15,0.55342
2,1.25,-15,0,0.59479
2,1.25,-30,75,0.09409
2,1.25,-30,60,0.28208
2,1.25,-30,45,0.40056
2,1.25,-30,30,0.46519
2,1.25,-30,15,0.52892
2,1.25,-30,0,0.5535
2,1.25,-45,75,0.10232
2,1.25,-45,60,0.29448
2,1.25,-45,45,0.40862
2,1.25,-45,30,0.4599
2,1.25,-45,15,0.51261
2,1.25,-45,0,0.53082
2,1.25,-60,75,0.1325
2,1.25,-60,60,0.2893
2,1.25,-60,45,0.40162
2,1.25,-60,30,0.44896
2,1.25,-60,15,0.48803
2,1.25,-60,0,0.51005
2,1.25,-75,75,0.1843
2,1.25,-75,60,0.30303
2,1.25,-75,45,0.40437
2,1.25,-75,30,0.45097
2,1.25,-75,15,0.48483
2,1.25,-75,0,0.52097
2,1.25,-90,75,0.21055
2,1.25,-90,60,0.32192
2,1.25,-90,45,0.40437
2,1.25,-90,30,0.45242
2,1.25,-90,15,0.49666
2,1.25,-90,0,0.50058
2,1.5,90,75,0.2365
2,1.5,90,60,0.40724
2,1.5,90,45,0.47767
2,1.5,90,30,0.57375
2,1.5,90,15,0.62575
2,1.5,90,0,0.62946
2,1.5,75,75,0.25749
2,1.5,75,60,0.41948
2,1.5,75,45,0.51853
2,1.5,75,30,0.59123
2,1.5,75,15,0.61957
2,1.5,75,0,0.62541
2,1.5,60,75,0.24031
2,1.5,60,60,0.4212
2,1.5,60,45,0.54498
2,1.5,60,30,0.60618
2,1.5,60,15,0.6239
2,1.5,60,0,0.62842
2,1.5,45,75,0.22936
2,1.5,45,60,0.428
2,1.5,45,45,0.55209
2,1.5,45,30,0.63784
2,1.5,45,15,0.6528
2,1.5,45,0,0.64912
2,1.5,30,75,0.19113
2,1.5,30,60,0.42728
2,1.5,30,45,0.5549
2,1.5,30,30,0.64605
2,1.5,30,15,0.70332
2,1.5,30,0,0.68517
2,1.5,15,75,0.17207
2,1.5,15,60,0.40216
2,1.5,15,45,0.53916
2,1.5,15,30,0.63266
2,1.5,15,15,0.69013
2,1.5,15,0,0.7218
2,1.5,0,75,0.142
2,1.5,0,60,0.381
2,1.5,0,45,0.51693
2,1.5,0,30,0.62175
2,1.5,0,15,0.70347
2,1.5,0,0,0.70593
2,1.5,-15,75,0.11752
2,1.5,0,60,0.36493
2,1.5,-15,45,0.49915
2,1.5,-15,30,0.61359
2,1.5,-15,15,0.67356
2,1.5,-15,0,0.70898
2,1.5,-30,75,0.11485
2,1.5,-30,60,0.35528
2,1.5,-30,45,0.47941
2,1.5,-30,30,0.59144
2,1.5,-30,15,0.64014
2,1.5,-30,0,0.69309
2,1.5,-45,75,0.14185
2,1.5,-45,60,0.36915
2,1.5,-45,45,0.48882
2,1.5,-45,30,0.56969
2,1.5,-45,15,0.62796
2,1.5,-45,0,0.65153
2,1.5,-60,75,0.17796
2,1.5,-60,60,0.3676
2,1.5,-60,45,0.48289
2,1.5,-60,30,0.56743
2,1.5,-60,15,0.61703
2,1.5,-60,0,0.62572
2,1.5,-75,75,0.23493
